VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	GENE_NAMES
REACTOME_BIOSYNTHESIS_OF_THE...	SET	2	0.12055	0.0050762	0.72653	0.43412	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	ALG6,GLB1,ST6GALNAC3
REACTOME_CYTOSOLIC_SENSORS_O...	SET	3	0.093774	0.0048339	0.59488	0.43739	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	MRE11A,NFKB1,RIPK1
REACTOME_TRANSPORT_OF_SMALL_...	SET	52	0.022958	0.0048184	0.14618	0.43762	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	SLC7A2,AP2B1,ANO2,NEDD4L,ATP9A,TRPC7,SLC44A1,TFRC,ADD2,SLC1A3,SLC13A1,TRPM3,PCSK5,PSMC1,SLCO4A1,NALCN,SLC1A1,PSMD11,ASIC2,SLC1A2,CAND1,SLCO1B3,SGK1,TRPM6,ACO1,ATP8B3,SLC6A11,ATP8A2,TRPC4,ANO3,SLCO1B1,RIPK1,SLC44A5,SLC44A3,CAMK2D,SLC5A12,SLC24A2,ADCY8,ATP2B2,RUNX1,SLC30A7,PSMD6,TRPV6,WNK2,SLC9C1,SLCO3A1,GNG7,SLC8A1,RNF5,SLC24A3,RYR3,SLC35B4
REACTOME_CELL_CELL_JUNCTION_...	SET	8	0.056236	0.0047232	0.36497	0.43879	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	MLLT4,CDH11,CDH13,CDH18,SDK1,JUP,CADM2,CTNND1
REACTOME_METABOLISM_OF_STERO...1	SET	8	0.056068	0.0047092	0.36494	0.43896	REACTOME_METABOLISM_OF_STEROIDS	LRP2,HSD17B2,SLCO1B3,SLCO1B1,FDX1,GGPS1,CHD9,NCOA6
REACTOME_TRANSCRIPTIONAL_REG...4	SET	14	0.040736	0.004514	0.27666	0.44148	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	ABL1,RBX1,PSMC1,PSMD11,FBXW7,PPARGC1A,HIVEP3,RB1,PPARGC1B,RUNX1,PSMD6,SMAD1,ITGBL1,ZNF521
REACTOME_INFLAMMASOMES	SET	2	0.10432	0.0043925	0.72832	0.44307	REACTOME_INFLAMMASOMES	NFKB1,BCL2
REACTOME_PKA_MEDIATED_PHOSPH...	SET	2	0.10341	0.0043544	0.72793	0.44353	REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	ADCY8,NBEA
REACTOME_INACTIVATION_OF_CDC...	SET	2	0.10307	0.0043399	0.72831	0.44374	REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	ROBO1,SRGAP3
REACTOME_SEMA3A_PAK_DEPENDEN...	SET	3	0.084059	0.0043331	0.59467	0.44381	REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	PLXNA1,PAK1,PLXNA4
REACTOME_ADAPTIVE_IMMUNE_SYS...	SET	43	0.019653	0.0037667	0.16277	0.45196	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	KLHL13,AP2B1,NEDD4L,UNKL,PRKCQ,LNX1,KIFAP3,CAPZB,UBA5,RBX1,PSMC1,NFATC2,BLMH,PSMD11,NFKB1,KLHL2,FBXW7,KLRB1,CBLB,NCF2,MAPKAP1,ITPR2,C3,RNF138,FBXO11,VAV1,KLHL3,PAK1,CD226,ITPR1,DYNC1I1,UBE2J2,PSMD6,ERAP2,TUBA1C,PARK2,PRKG1,UBE2L3,RNF220,NCR3LG1,PLCG2,DNM3,CARD11,CD300LD
REACTOME_RHO_GTPASES_ACTIVAT...1	SET	6	0.054258	0.0039501	0.45017	0.45204	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	NDE1,DIAPH2,FMNL2,DYNC1I1,TUBA1C,APITD1,MKL1
REACTOME_RHO_GTPASE_CYCLE	SET	16	0.030103	0.0035628	0.25899	0.45374	REACTOME_RHO_GTPASE_CYCLE	ARAP2,CHN2,MCF2L,STARD13,VAV3,ARHGAP24,VAV1,ARHGAP18,TIAM2,ABR,KALRN,ARHGAP25,ARHGAP42,NET1,BCR,SRGAP3
REACTOME_PHOSPHOLIPID_METABO...	SET	17	0.029092	0.0035476	0.25136	0.45394	REACTOME_PHOSPHOLIPID_METABOLISM	PLEKHA5,MTMR1,SLC44A1,SYNJ2,MTMR2,PGS1,PITPNM2,OSBPL8,MTMR3,BCHE,GPCPD1,PNPLA8,SLC44A5,SLC44A3,PTDSS1,SYNJ1,ENPP6,PLA2G6
REACTOME_TNFS_BIND_THEIR_PHY...	SET	2	0.083381	0.003511	0.72812	0.45442	REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	TNFSF4,TNFRSF8,EDA
REACTOME_DEACTIVATION_OF_THE...	SET	3	0.06781	0.0034955	0.59482	0.45463	REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	TCF7L2,TCF7L1,SOX17
REACTOME_DSCAM_INTERACTIONS	SET	3	0.06729	0.0034687	0.59446	0.45495	REACTOME_DSCAM_INTERACTIONS	NTN1,PAK1,DSCAM
REACTOME_PEROXISOMAL_LIPID_M...	SET	3	0.063566	0.0032767	0.59464	0.45744	REACTOME_PEROXISOMAL_LIPID_METABOLISM	ALDH3A2,PHYH,EHHADH
REACTOME_ROLE_OF_PHOSPHOLIPI...	SET	5	0.048348	0.0032146	0.46099	0.45825	REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	ITPR2,ITPR1,PRKCE,PLA2G6,PLCG2
REACTOME_ACTIVATION_OF_ANTER...	SET	4	0.049435	0.0029412	0.51535	0.4618	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	MEIS1,RARG,NCOA6,HIST1H2BO
REACTOME_SIGNALING_BY_WNT_IN...	SET	4	0.048116	0.0028627	0.51541	0.46282	REACTOME_SIGNALING_BY_WNT_IN_CANCER	AXIN1,DKK1,TCF7L2,CTBP2
REACTOME_M_PHASE	SET	17	0.02224	0.002712	0.25709	0.46554	REACTOME_M_PHASE	NDE1,PSMC1,CEP192,CEP152,PSMD11,SMC4,HAUS2,RB1,MCPH1,HAUS6,NEK7,DYNC1I1,PSMD6,TUBA1C,APITD1,SFI1,HIST1H2BO
REACTOME_CA2_ACTIVATED_K_CHA...	SET	3	0.051316	0.0026452	0.59518	0.46565	REACTOME_CA2_ACTIVATED_K_CHANNELS	KCNMA1,KCNMB3,KCNMB2
REACTOME_RAB_REGULATION_OF_T...	SET	7	0.033138	0.0026047	0.39003	0.46615	REACTOME_RAB_REGULATION_OF_TRAFFICKING	RAB27B,RAB27A,TBC1D2,TBC1D10A,TBC1D14,GAPVD1,TRAPPC9,CHM
REACTOME_SUMOYLATION_OF_DNA_...	SET	2	0.056478	0.0023782	0.72792	0.46908	REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	SCMH1,DNMT1
REACTOME_NEUTROPHIL_DEGRANUL...	SET	25	0.015794	0.0023271	0.20813	0.46976	REACTOME_NEUTROPHIL_DEGRANULATION	LRRC7,RAB27A,STK10,PGM1,CD59,DNAJC3,PSMD11,NFKB1,CAND1,ARSB,C3,MOSPD2,ADGRE3,DOCK2,IQGAP2,GOLGA7,PTPRN2,AGL,S100A11,PSMD6,GLB1,JUP,KCMF1,ABCA13,CR1,TXNDC5,CYFIP1
REACTOME_UB_SPECIFIC_PROCESS...	SET	12	0.022369	0.0022969	0.29859	0.47015	REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	MAT2B,UFD1L,TAB1,PSMC1,AXIN1,PSMD11,RNF128,RIPK1,USP25,USP24,PSMD6,SMAD1,HIST1H2BO
REACTOME_NCAM1_INTERACTIONS	SET	5	0.034212	0.0022747	0.46111	0.47043	REACTOME_NCAM1_INTERACTIONS	NCAM1,GFRA1,COL4A3,CACNB4,COL5A2
REACTOME_GABA_RECEPTOR_ACTIV...	SET	8	0.02637	0.0022149	0.36475	0.47119	REACTOME_GABA_RECEPTOR_ACTIVATION	GNAI3,GABRA4,GABBR2,GABRA2,ADCY8,GNG7,GABRG3,GABRR3
REACTOME_INTERACTION_BETWEEN...	SET	3	0.0414	0.0021341	0.59488	0.47226	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	SPTB,ANK2,KCNQ3
REACTOME_CYCLIN_D_ASSOCIATED...	SET	4	0.028994	0.001725	0.51532	0.47757	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	MNAT1,JAK2,ABL1,RB1
REACTOME_INTERLEUKIN_6_SIGNA...	SET	2	0.038313	0.0016133	0.72806	0.47902	REACTOME_INTERLEUKIN_6_SIGNALING	JAK2,IL6R
REACTOME_MAPK3_ERK1_ACTIVATI...	SET	2	0.038313	0.0016133	0.72806	0.47902	REACTOME_MAPK3_ERK1_ACTIVATION	JAK2,IL6R
REACTOME_RAF_INDEPENDENT_MAP...	SET	2	0.038313	0.0016133	0.72806	0.47902	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	JAK2,IL6R
REACTOME_MAPK1_ERK2_ACTIVATI...	SET	2	0.038313	0.0016133	0.72806	0.47902	REACTOME_MAPK1_ERK2_ACTIVATION	JAK2,IL6R
REACTOME_INTERLEUKIN_6_FAMIL...	SET	2	0.038313	0.0016133	0.72806	0.47902	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	JAK2,IL6R
REACTOME_INCRETIN_SYNTHESIS_...	SET	2	0.034092	0.0014355	0.72828	0.48134	REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	GATA4,TCF7L2
REACTOME_METABOLISM_OF_CARBO...	SET	13	0.012208	0.0013041	0.28721	0.48305	REACTOME_METABOLISM_OF_CARBOHYDRATES	ENO1,PGM1,ARSB,PFKFB1,AGL,NDST3,PGM2L1,SDC2,GLB1,PFKFB3,CHST11,B3GALT1,GPC5,HS3ST4,GPC6
REACTOME_CASPASE_ACTIVATION_...	SET	2	0.022271	0.0009378	0.72825	0.4878	REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	RIPK1,DAPK1
REACTOME_DNA_DAMAGE_TELOMERE...	SET	4	0.014117	0.0008399	0.51523	0.48907	REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	MRE11A,CABIN1,RB1,HIST1H2BO
REACTOME_ASSOCIATION_OF_TRIC...	SET	2	0.014783	0.00062247	0.72833	0.49191	REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	FBXW7,DCAF7
REACTOME_TRANSLESION_SYNTHES...1	SET	2	0.013825	0.00058213	0.72778	0.49242	REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	REV3L,REV1
REACTOME_RESOLUTION_OF_SISTE...	SET	4	0.0043238	0.00025725	0.57166	0.49698	REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION	NDE1,DYNC1I1,TUBA1C,APITD1
REACTOME_ESTROGEN_DEPENDENT_...	SET	7	0.002499	0.00019642	0.3899	0.49744	REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION	AXIN1,KANK1,POU2F1,RUNX1,BCL2,ERBB4,HIST1H2BO
REACTOME_INFLUENZA_INFECTION	SET	2	0.0025275	0.00010642	0.72816	0.49862	REACTOME_INFLUENZA_INFECTION	EIF2AK2,DNAJC3
REACTOME_METABOLISM_OF_VITAM...	SET	12	0.00056161	5.7668e-05	0.29861	0.49925	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	GSTO2,NMRK2,LRP2,NUDT12,NT5E,ALDH1L1,ENPP3,HLCS,SDC2,GPHN,GPC5,GPC6
REACTOME_ERYTHROPOIETIN_ACTI...1	SET	2	-0.011958	-0.00050352	0.7275	0.50656	REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOLIPASE_C_GAMMA_PLCG	JAK2,PLCG2
REACTOME_SIGNALING_BY_ERYTHR...	SET	3	-0.01096	-0.00056499	0.59435	0.50735	REACTOME_SIGNALING_BY_ERYTHROPOIETIN	JAK2,VAV1,PLCG2
REACTOME_CLASS_B_2_SECRETIN_...	SET	4	-0.0099936	-0.00059458	0.51502	0.50774	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	FZD3,ADGRE3,RAMP1,GNG7
REACTOME_RUNX1_REGULATES_EST...	SET	2	-0.017407	-0.00073298	0.72791	0.50954	REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	AXIN1,RUNX1
REACTOME_RUNX1_REGULATES_TRA...3	SET	2	-0.017407	-0.00073298	0.72791	0.50954	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	AXIN1,RUNX1
REACTOME_SIGNALING_BY_INTERL...	SET	23	-0.0054661	-0.00077321	0.21671	0.51006	REACTOME_SIGNALING_BY_INTERLEUKINS	RORA,RPS6KA2,JAK2,TAB1,RBX1,PSMC1,NOD1,PSMD11,NFKB1,FN1,PTK2B,IL15RA,VAV1,POU2F1,FOXO1,IL6R,PSMD6,IL1RAPL1,PTPN9,HNRNPF,BCL2,CSF1R,BRWD1,CCL5
REACTOME_FCGAMMA_RECEPTOR_FC...	SET	12	-0.0082574	-0.0008479	0.29852	0.51103	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	ABL1,WIPF1,ITPR2,VAV3,VAV1,PAK1,DOCK1,ITPR1,PRKCE,PLA2G6,PLCG2,CYFIP1
REACTOME_CD209_DC_SIGN_SIGNA...	SET	2	-0.022347	-0.000941	0.72794	0.51224	REACTOME_CD209_DC_SIGN_SIGNALING	NFKB1,PAK1
REACTOME_G_ALPHA_Z_SIGNALLIN...	SET	6	-0.013063	-0.00095099	0.42093	0.51238	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	PRKCH,GNAI3,PRKCQ,ADCY8,PRKCE,GNG7
REACTOME_FCGR3A_MEDIATED_IL1...	SET	4	-0.020436	-0.0012159	0.51503	0.51582	REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	ITPR2,ITPR1,ADCY8,PLCG2
REACTOME_CIRCADIAN_CLOCK	SET	5	-0.01954	-0.0012992	0.46121	0.51689	REACTOME_CIRCADIAN_CLOCK	RORA,PPARGC1A,PER2,CHD9,NCOA6
REACTOME_NICOTINATE_METABOLI...	SET	3	-0.025819	-0.0013309	0.59383	0.51734	REACTOME_NICOTINATE_METABOLISM	NMRK2,NUDT12,NT5E
REACTOME_INOSITOL_PHOSPHATE_...	SET	7	-0.018238	-0.0014335	0.38995	0.51865	REACTOME_INOSITOL_PHOSPHATE_METABOLISM	INPP5A,PLCH1,PLCE1,SYNJ1,IP6K3,PLCB1,PLCG2
REACTOME_ANTIGEN_ACTIVATES_B...	SET	4	-0.024577	-0.0014622	0.51505	0.51902	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	ITPR2,VAV1,ITPR1,PLCG2
REACTOME_POST_TRANSLATIONAL_...1	SET	9	-0.021333	-0.0018996	0.34492	0.52465	REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	MDGA2,CNTN4,CNTN5,LYPD6B,PIGF,PRND,NTM,OPCML,PIGN
REACTOME_SENESCENCE_ASSOCIAT...	SET	4	-0.033008	-0.0019639	0.51539	0.52553	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	RPS6KA2,NFKB1,IGFBP7,HIST1H2BO
REACTOME_G_PROTEIN_BETA_GAMM...	SET	3	-0.038431	-0.0019811	0.59435	0.52577	REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	PAK1,GNG7,PLCB1
REACTOME_MECP2_REGULATES_NEU...	SET	3	-0.045163	-0.0023281	0.59454	0.53027	REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	PTPN1,HDAC2,GRIN2B
REACTOME_MAP2K_AND_MAPK_ACTI...	SET	5	-0.036411	-0.002421	0.46115	0.53146	REACTOME_MAP2K_AND_MAPK_ACTIVATION	APBB1IP,FN1,BRAF,KSR2,ITGB3
REACTOME_TRANSCRIPTIONAL_REG...9	SET	3	-0.055815	-0.0028772	0.59464	0.53738	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	RUNX1,IL6R,HIST1H2BO
REACTOME_INTERLEUKIN_2_FAMIL...	SET	3	-0.06002	-0.0030939	0.59475	0.54018	REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	JAK2,PTK2B,IL15RA
REACTOME_BMAL1_CLOCK_NPAS2_A...	SET	2	-0.074482	-0.0031362	0.72819	0.54072	REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION	CHD9,NCOA6
REACTOME_MRNA_CAPPING	SET	2	-0.076278	-0.0032119	0.72823	0.5417	REACTOME_MRNA_CAPPING	MNAT1,RNGTT
REACTOME_DEFENSINS	SET	2	-0.076231	-0.0032099	0.72757	0.54171	REACTOME_DEFENSINS	CCR6,DEFB119
REACTOME_BETA_DEFENSINS	SET	2	-0.076231	-0.0032099	0.72757	0.54171	REACTOME_BETA_DEFENSINS	CCR6,DEFB119
REACTOME_ANTIMICROBIAL_PEPTI...	SET	2	-0.076231	-0.0032099	0.72757	0.54171	REACTOME_ANTIMICROBIAL_PEPTIDES	CCR6,DEFB119
REACTOME_COMPLEMENT_CASCADE	SET	5	-0.049092	-0.0032641	0.461	0.54239	REACTOME_COMPLEMENT_CASCADE	CD59,C7,C3,COLEC10,CR1
REACTOME_GABA_B_RECEPTOR_ACT...	SET	4	-0.055518	-0.0033031	0.51473	0.54294	REACTOME_GABA_B_RECEPTOR_ACTIVATION	GNAI3,GABBR2,ADCY8,GNG7
REACTOME_DNA_DOUBLE_STRAND_B...2	SET	5	-0.049779	-0.0033097	0.46122	0.54296	REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	MRE11A,ABL1,EYA1,APBB1,HIST1H2BO
REACTOME_MRNA_EDITING_C_TO_U...	SET	2	-0.079851	-0.0033623	0.7277	0.54368	REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	APOBEC2,A1CF
REACTOME_MRNA_EDITING	SET	2	-0.079851	-0.0033623	0.7277	0.54368	REACTOME_MRNA_EDITING	APOBEC2,A1CF
REACTOME_GLYCOLYSIS	SET	3	-0.072975	-0.0037617	0.59474	0.54882	REACTOME_GLYCOLYSIS	ENO1,PFKFB1,PGM2L1,PFKFB3
REACTOME_GLUCOSE_METABOLISM	SET	3	-0.072975	-0.0037617	0.59474	0.54882	REACTOME_GLUCOSE_METABOLISM	ENO1,PFKFB1,PGM2L1,PFKFB3
REACTOME_DISORDERS_OF_TRANSM...	SET	8	-0.047047	-0.0039515	0.36499	0.55127	REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	SLC1A3,PSMC1,SLC1A1,PSMD11,SLCO1B3,SLCO1B1,PSMD6,RNF5
REACTOME_INTRA_GOLGI_AND_RET...	SET	12	-0.038821	-0.0039863	0.29857	0.55171	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	KIFAP3,CAPZB,KIF16B,COG2,GCC2,BICD1,DYNC1I1,COG5,KIF6,TUBA1C,PLA2G6,CUX1
REACTOME_TIE2_SIGNALING	SET	2	-0.097179	-0.004092	0.72799	0.55308	REACTOME_TIE2_SIGNALING	ANGPT4,TEK
REACTOME_OPIOID_SIGNALLING	SET	11	-0.04167	-0.0040985	0.31157	0.55318	REACTOME_OPIOID_SIGNALLING	GNAI3,ITPR2,PDE1B,CAMK2D,ITPR1,PDE1C,ADCY8,NBEA,GNG7,PLCB1,PDE4B
REACTOME_TRANSCRIPTIONAL_REG...1	SET	2	-0.103	-0.0043371	0.72815	0.55623	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	YAF2,CHEK1
REACTOME_GENERATION_OF_SECON...	SET	2	-0.11241	-0.0047335	0.72734	0.5614	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	PAK1,PLCG2
REACTOME_ELASTIC_FIBRE_FORMA...	SET	5	-0.071752	-0.0047707	0.46118	0.56181	REACTOME_ELASTIC_FIBRE_FORMATION	LTBP1,FN1,LOXL2,FBLN2,ITGB3
REACTOME_GLUCURONIDATION	SET	9	-0.11713	-0.01043	0.72798	0.5639	REACTOME_GLUCURONIDATION	UGT3A1,UGT1A6,UGT1A5,UGT1A9,UGT1A8,UGT1A10,UGT1A3,UGT1A7,UGT1A4
REACTOME_LEISHMANIA_INFECTION	SET	20	-0.037889	-0.0050046	0.2323	0.56476	REACTOME_LEISHMANIA_INFECTION	GNAI3,ABL1,GGT1,NFKB1,WIPF1,ITPR2,C3,RAMP1,VAV3,NT5E,VAV1,DOCK1,ITPR1,ADCY8,TSHR,GPR176,GNG7,GPR39,PLCG2,CYFIP1
REACTOME_HDR_THROUGH_SINGLE_...	SET	2	-0.11915	-0.005017	0.72823	0.56497	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	MRE11A,ABL1
REACTOME_CYTOKINE_SIGNALING_...	SET	47	-0.02696	-0.005392	0.15462	0.56919	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	LRRC7,EIF2AK2,RORA,SPTB,RPS6KA2,APBB1IP,JAK2,TAB1,RBX1,PSMC1,TRIM35,NOD1,PSMD11,NFKB1,FN1,TNFSF4,TEK,PTK2B,TNFRSF8,TRIM5,IL15RA,VAV1,POU2F1,CAMK2D,NCAM1,DLG2,FOXO1,GFRA1,NRG1,BRAF,NRG2,EDA,IL6R,EIF4E3,PSMD6,ABCE1,IL1RAPL1,PTPN9,HNRNPF,KSR2,BCL2,ERBB4,CSF1R,BRWD1,PTPN1,NF1,ITGB3,CCL5,GRIN2B
REACTOME_G_PROTEIN_MEDIATED_...	SET	9	-0.065297	-0.0058144	0.34423	0.57521	REACTOME_G_PROTEIN_MEDIATED_EVENTS	GNAI3,ITPR2,PDE1B,CAMK2D,ITPR1,PDE1C,ADCY8,NBEA,PLCB1
REACTOME_HOMOLOGY_DIRECTED_R...	SET	6	-0.083083	-0.0060486	0.42121	0.57816	REACTOME_HOMOLOGY_DIRECTED_REPAIR	MRE11A,ABL1,CHEK1,SPIDR,RAD51B,HIST1H2BO
REACTOME_ACYL_CHAIN_REMODELL...1	SET	2	-0.14415	-0.0060698	0.72821	0.57844	REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	PNPLA8,PLA2G6
REACTOME_ACYL_CHAIN_REMODELL...2	SET	2	-0.14415	-0.0060698	0.72821	0.57844	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	PNPLA8,PLA2G6
REACTOME_THE_CANONICAL_RETIN...	SET	2	-0.15392	-0.0064811	0.72825	0.58367	REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	DHRS9,RDH16
REACTOME_RA_BIOSYNTHESIS_PAT...	SET	2	-0.15392	-0.0064811	0.72825	0.58367	REACTOME_RA_BIOSYNTHESIS_PATHWAY	DHRS9,RDH16
REACTOME_CHROMOSOME_MAINTENA...	SET	2	-0.19868	-0.0083658	0.92092	0.58538	REACTOME_CHROMOSOME_MAINTENANCE	APITD1,HIST1H2BO
REACTOME_DEPOSITION_OF_NEW_C...	SET	2	-0.19868	-0.0083658	0.92092	0.58538	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	APITD1,HIST1H2BO
REACTOME_GROWTH_HORMONE_RECE...	SET	2	-0.15829	-0.0066652	0.72776	0.58607	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	JAK2,PTPN1
REACTOME_REGULATION_OF_IFNG_...	SET	2	-0.15829	-0.0066652	0.72776	0.58607	REACTOME_REGULATION_OF_IFNG_SIGNALING	JAK2,PTPN1
REACTOME_REGULATION_OF_COMMI...	SET	4	-0.12016	-0.0071492	0.51555	0.59213	REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO	NTN1,ROBO1,SLIT3,ROBO2
REACTOME_PLATELET_AGGREGATIO...	SET	4	-0.12309	-0.0073237	0.51525	0.59439	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	APBB1IP,FN1,PTPN1,ITGB3
REACTOME_INTEGRIN_SIGNALING	SET	4	-0.12309	-0.0073237	0.51525	0.59439	REACTOME_INTEGRIN_SIGNALING	APBB1IP,FN1,PTPN1,ITGB3
REACTOME_N_GLYCAN_TRIMMING_I...	SET	6	-0.10123	-0.0073698	0.42118	0.59495	REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	PSMC1,UGGT2,EDEM1,AMFR,RNF5,TRIM13
REACTOME_FC_EPSILON_RECEPTOR...	SET	14	-0.067374	-0.0074658	0.27659	0.5962	REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	PRKCQ,TAB1,PSMC1,NFATC2,PSMD11,NFKB1,ITPR2,VAV3,VAV1,PAK1,ITPR1,PSMD6,PLCG2,CARD11
REACTOME_HATS_ACETYLATE_HIST...	SET	3	-0.14618	-0.0075353	0.59478	0.59705	REACTOME_HATS_ACETYLATE_HISTONES	IKBKAP,PAX3,HIST1H2BO
REACTOME_ACTIVATED_PKN1_STIM...	SET	2	-0.18481	-0.0077818	0.72813	0.60015	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	KDM4C,HIST1H2BO
REACTOME_FORMATION_OF_THE_BE...	SET	3	-0.15468	-0.0079735	0.59479	0.60257	REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	TCF7L2,TCF7L1,HIST1H2BO
REACTOME_METABOLISM_OF_LIPIDS	SET	49	-0.040439	-0.0082504	0.15303	0.60419	REACTOME_METABOLISM_OF_LIPIDS	PLEKHA5,SPHK2,MTMR1,RORA,SLC44A1,ALDH3A2,SYNJ2,LRP2,HSD17B2,MTMR2,PGS1,PITPNM2,OSBPL8,TECR,GGT1,MTMR3,MED26,PHYH,PPARGC1A,SLCO1B3,ARSB,EHHADH,BCHE,GPCPD1,PPT1,SLCO1B1,PNPLA8,AGT,FDX1,SLC44A5,SLC44A3,SCD5,CBR4,HMGCLL1,TIAM2,ANKRD1,GGPS1,PPARGC1B,PTDSS1,SYNJ1,ENPP6,GLB1,CERS6,CHD9,PRKD1,PLA2G6,AGMO,ELOVL2,NCOA6,ACAD11,UGT1A9
REACTOME_SIGNALING_BY_NTRKS	SET	12	-0.079373	-0.0081502	0.29854	0.6048	REACTOME_SIGNALING_BY_NTRKS	AP2B1,RPS6KA2,PCSK5,SGK1,TCF12,SH3GL3,NTRK2,RIT2,BRAF,NTF3,DNM3,GRIN2B
